CASENUM,STRM,Subject,CatalogNbr,TITLE,Grade
1330,SPRING 14,MA,143,Precalculus Essentials,FX
1331,FALL 13,MA,241,Calculus & Analytical Geom I,D
1331,SPRING 14,MA,241,Calculus & Analytical Geom I,B
1331,FALL 14,MA,243HON,Calc & Analytical Geometry III,D
1331,SPRING 15,MA,345,Differential Eq & Matrix Meth,F
1332,FALL 13,MA,243HON,Calc & Analytical Geometry III,B
1333,FALL 13,MA,241,Calculus & Analytical Geom I,AU
1333,SPRING 14,MA,241,Calculus & Analytical Geom I,D
1333,SUMMER 14,MA,241,Calculus & Analytical Geom I,B
1333,FALL 14,MA,242,Calculus & Analytical Geom II,F
1334,FALL 13,MA,243,Calculus & Analytical Geom III,A
1334,SPRING 14,MA,345,Differential Eq & Matrix Meth,W
1334,FALL 14,MA,345,Differential Eq & Matrix Meth,F
1335,FALL 13,MA,111,College Math for Aviation I,C
1335,SPRING 14,MA,112,College Math for Aviation II,C
1336,FALL 13,MA,241,Calculus & Analytical Geom I,B
1336,SPRING 14,MA,242,Calculus & Analytical Geom II,F
1337,FALL 13,MA,241,Calculus & Analytical Geom I,A
1337,SPRING 14,MA,242,Calculus & Analytical Geom II,B
1337,FALL 14,MA,243HON,Calc & Analytical Geometry III,C
1337,SPRING 15,MA,345,Differential Eq & Matrix Meth,C
1338,FALL 13,MA,143,Precalculus Essentials,A
1338,SPRING 14,MA,241,Calculus & Analytical Geom I,B
1340,FALL 13,MA,241,Calculus & Analytical Geom I,D
1340,SPRING 14,MA,241,Calculus & Analytical Geom I,B
1340,FALL 14,MA,242,Calculus & Analytical Geom II,C
1340,SPRING 15,MA,243,Calculus & Analytical Geom III,C
1341,FALL 13,MA,143,Precalculus Essentials,B
1341,SPRING 14,MA,241,Calculus & Analytical Geom I,AU
1341,SUMMER 14,MA,241,Calculus & Analytical Geom I,C
1341,SUMMER 14,MA,242,Calculus & Analytical Geom II,F
1341,FALL 14,MA,242,Calculus & Analytical Geom II,AU
1342,FALL 13,MA,242,Calculus & Analytical Geom II,C
1342,SPRING 14,MA,243HON,Calc & Analytical Geometry III,W
1343,FALL 13,MA,111,College Math for Aviation I,C
1343,SPRING 14,MA,112,College Math for Aviation II,F
1344,FALL 13,MA,242,Calculus & Analytical Geom II,A
1345,FALL 13,MA,112,College Math for Aviation II,A
1346,FALL 13,MA,111,College Math for Aviation I,C
1347,FALL 13,MA,241,Calculus & Analytical Geom I,F
1347,SPRING 14,MA,241,Calculus & Analytical Geom I,B
1348,FALL 13,MA,242,Calculus & Analytical Geom II,C
1348,SPRING 14,MA,243HON,Calc & Analytical Geometry III,B
1348,FALL 14,MA,345,Differential Eq & Matrix Meth,B
1349,FALL 13,MA,242,Calculus & Analytical Geom II,B
1349,SPRING 14,MA,243,Calculus & Analytical Geom III,C
1349,FALL 14,MA,345,Differential Eq & Matrix Meth,B
1349,SPRING 15,MA,441,Math Methods Engr & Physics I,D
1350,FALL 13,MA,243,Calculus & Analytical Geom III,A
1350,SPRING 14,MA,345,Differential Eq & Matrix Meth,A
1350,FALL 14,MA,441,Math Methods Engr & Physics I,A
1351,FALL 13,MA,6,Intermediate Algebra,B
1351,SPRING 14,MA,143,Precalculus Essentials,D
1351,FALL 14,MA,241,Calculus & Analytical Geom I,W
1352,FALL 13,MA,242,Calculus & Analytical Geom II,C
1352,SPRING 14,MA,243HON,Calc & Analytical Geometry III,C
1352,FALL 14,MA,345,Differential Eq & Matrix Meth,C
1353,FALL 13,MA,241,Calculus & Analytical Geom I,B
1353,SPRING 14,MA,242,Calculus & Analytical Geom II,C
1354,FALL 13,MA,241,Calculus & Analytical Geom I,A
1354,SPRING 14,MA,242,Calculus & Analytical Geom II,D
1354,FALL 14,MA,243,Calculus & Analytical Geom III,B
1354,SPRING 15,MA,345,Differential Eq & Matrix Meth,D
1355,FALL 13,MA,241,Calculus & Analytical Geom I,F
1355,SPRING 14,MA,241,Calculus & Analytical Geom I,A
1355,FALL 14,MA,242,Calculus & Analytical Geom II,B
1355,SPRING 15,MA,243,Calculus & Analytical Geom III,B
1356,FALL 13,MA,111,College Math for Aviation I,B
1356,SPRING 14,MA,112,College Math for Aviation II,B
1357,FALL 13,MA,6,Intermediate Algebra,B
1358,FALL 13,MA,111,College Math for Aviation I,A
1358,SPRING 14,MA,112,College Math for Aviation II,B
1359,FALL 13,MA,4,Intro & Interm Algebra,B
1359,SPRING 14,MA,143,Precalculus Essentials,AU
1360,FALL 13,MA,112,College Math for Aviation II,B
1361,FALL 13,MA,241,Calculus & Analytical Geom I,A
1361,SPRING 14,MA,242,Calculus & Analytical Geom II,B
1361,FALL 14,MA,243,Calculus & Analytical Geom III,B
1361,SPRING 15,MA,345,Differential Eq & Matrix Meth,B
1362,SUMMER 13,MA,241,Calculus & Analytical Geom I,A
1362,FALL 13,MA,242,Calculus & Analytical Geom II,F
1362,SPRING 14,MA,242,Calculus & Analytical Geom II,C
1362,FALL 14,MA,243,Calculus & Analytical Geom III,F
1362,SPRING 15,MA,243,Calculus & Analytical Geom III,F
1363,FALL 13,MA,241,Calculus & Analytical Geom I,B
1363,SPRING 14,MA,242,Calculus & Analytical Geom II,B
1363,FALL 14,MA,243,Calculus & Analytical Geom III,C
1363,SPRING 15,MA,345,Differential Eq & Matrix Meth,C
1364,FALL 13,MA,241,Calculus & Analytical Geom I,A
1364,SPRING 14,MA,242,Calculus & Analytical Geom II,A
1364,FALL 14,MA,243,Calculus & Analytical Geom III,B
1364,SPRING 15,MA,345,Differential Eq & Matrix Meth,B
1364,SUMMER 15,MA,441,Math Methods Engr & Physics I,B
1365,FALL 13,MA,6,Intermediate Algebra,AU
1365,SPRING 14,MA,6,Intermediate Algebra,C
1365,FALL 14,MA,111,College Math for Aviation I,F
1366,FALL 13,MA,243,Calculus & Analytical Geom III,B
1366,SPRING 14,MA,345,Differential Eq & Matrix Meth,B
1366,SPRING 15,MA,441,Math Methods Engr & Physics I,D
1367,FALL 13,MA,242,Calculus & Analytical Geom II,W
1367,SPRING 14,MA,242,Calculus & Analytical Geom II,D
1367,FALL 14,MA,242,Calculus & Analytical Geom II,D
1368,FALL 13,MA,143,Precalculus Essentials,B
1368,SPRING 14,MA,241,Calculus & Analytical Geom I,A
1368,FALL 14,MA,242,Calculus & Analytical Geom II,C
1369,FALL 13,MA,241,Calculus & Analytical Geom I,A
1369,SPRING 14,MA,242,Calculus & Analytical Geom II,A
1369,FALL 14,MA,243,Calculus & Analytical Geom III,A
1369,SPRING 15,MA,345,Differential Eq & Matrix Meth,B
1370,FALL 13,MA,241,Calculus & Analytical Geom I,B
1370,SPRING 14,MA,242,Calculus & Analytical Geom II,C
1370,FALL 14,MA,243,Calculus & Analytical Geom III,B
1370,SPRING 15,MA,345,Differential Eq & Matrix Meth,B
1371,SPRING 14,MA,242,Calculus & Analytical Geom II,C
1372,FALL 13,MA,241,Calculus & Analytical Geom I,B
1372,SPRING 14,MA,222,Business Statistics,A
1373,FALL 13,MA,143,Precalculus Essentials,F
1374,FALL 13,MA,143,Precalculus Essentials,A
1374,SPRING 14,MA,241,Calculus & Analytical Geom I,B
1375,FALL 13,MA,6,Intermediate Algebra,B
1375,SPRING 14,MA,111,College Math for Aviation I,D
1375,FALL 14,MA,112,College Math for Aviation II,C
1376,FALL 13,MA,6,Intermediate Algebra,B
1376,SPRING 14,MA,111,College Math for Aviation I,C
1377,FALL 13,MA,241,Calculus & Analytical Geom I,F
1378,FALL 13,MA,241,Calculus & Analytical Geom I,B
1378,SPRING 14,MA,242,Calculus & Analytical Geom II,D
1378,SUMMER 14,MA,242,Calculus & Analytical Geom II,C
1378,FALL 14,MA,243,Calculus & Analytical Geom III,C
1378,SPRING 15,MA,345,Differential Eq & Matrix Meth,D
1379,FALL 13,MA,241,Calculus & Analytical Geom I,AU
1379,SPRING 14,MA,241,Calculus & Analytical Geom I,D
1380,FALL 13,MA,243HON,Calc & Analytical Geometry III,A
1380,SPRING 14,MA,345HON,Differential Eq & Matrix Meth,C
1380,FALL 14,MA,441HON,Math Methods Engr & Physics I,B
1381,FALL 13,MA,241,Calculus & Analytical Geom I,B
1381,SPRING 14,MA,242,Calculus & Analytical Geom II,D
1381,FALL 14,MA,243,Calculus & Analytical Geom III,W
1381,SPRING 15,MA,243,Calculus & Analytical Geom III,D
1382,FALL 13,MA,241,Calculus & Analytical Geom I,B
1382,SPRING 14,MA,242,Calculus & Analytical Geom II,A
1382,FALL 14,MA,243,Calculus & Analytical Geom III,A
1382,SPRING 15,MA,345,Differential Eq & Matrix Meth,A
1383,FALL 13,MA,143,Precalculus Essentials,C
1384,FALL 13,MA,112,College Math for Aviation II,W
1385,FALL 13,MA,112,College Math for Aviation II,B
1387,FALL 13,MA,241,Calculus & Analytical Geom I,F
1388,FALL 13,MA,143,Precalculus Essentials,D
1388,SPRING 14,MA,112,College Math for Aviation II,F
1389,FALL 13,MA,6,Intermediate Algebra,C
1389,SPRING 14,MA,111,College Math for Aviation I,C
1390,FALL 13,MA,241,Calculus & Analytical Geom I,A
1390,SPRING 14,MA,242,Calculus & Analytical Geom II,B
1390,FALL 14,MA,243HON,Calc & Analytical Geometry III,B
1390,SPRING 15,MA,345HON,Differential Eq & Matrix Meth,B
1391,FALL 13,MA,112,College Math for Aviation II,B
1392,FALL 13,MA,111,College Math for Aviation I,B
1393,FALL 13,MA,112,College Math for Aviation II,B
1394,FALL 13,MA,143,Precalculus Essentials,C
1394,SPRING 14,MA,241,Calculus & Analytical Geom I,F
1395,FALL 13,MA,6,Intermediate Algebra,C
1395,SPRING 14,MA,111,College Math for Aviation I,F
1396,FALL 13,MA,6,Intermediate Algebra,B
1396,SPRING 14,MA,111,College Math for Aviation I,D
1396,FALL 14,MA,112,College Math for Aviation II,F
1396,SPRING 15,MA,112,College Math for Aviation II,F
1397,FALL 13,MA,111,College Math for Aviation I,A
1397,SPRING 14,MA,112,College Math for Aviation II,B
1398,FALL 13,MA,112,College Math for Aviation II,D
1398,SPRING 14,MA,112,College Math for Aviation II,F
1399,FALL 13,MA,112,College Math for Aviation II,C
1401,FALL 13,MA,143,Precalculus Essentials,C
1401,SPRING 14,MA,241,Calculus & Analytical Geom I,C
1401,FALL 14,MA,242,Calculus & Analytical Geom II,D
1401,SPRING 15,MA,242,Calculus & Analytical Geom II,B
1402,FALL 13,MA,6,Intermediate Algebra,C
1402,SPRING 14,MA,111,College Math for Aviation I,D
1402,FALL 14,MA,112,College Math for Aviation II,D
1403,FALL 13,MA,241,Calculus & Analytical Geom I,A
1403,SPRING 14,MA,242,Calculus & Analytical Geom II,A
1403,FALL 14,MA,243HON,Calc & Analytical Geometry III,A
1403,SPRING 15,MA,345HON,Differential Eq & Matrix Meth,A
1404,FALL 13,MA,241,Calculus & Analytical Geom I,C
1404,SPRING 14,MA,242,Calculus & Analytical Geom II,C
1404,FALL 14,MA,243,Calculus & Analytical Geom III,B
1404,SPRING 15,MA,345,Differential Eq & Matrix Meth,A
1405,FALL 13,MA,243,Calculus & Analytical Geom III,F
1405,SPRING 14,MA,243,Calculus & Analytical Geom III,F
1406,FALL 13,MA,241,Calculus & Analytical Geom I,C
1406,SPRING 14,MA,242,Calculus & Analytical Geom II,D
1407,FALL 13,MA,243HON,Calc & Analytical Geometry III,F
1407,SPRING 14,MA,243,Calculus & Analytical Geom III,B
1407,FALL 14,MA,345,Differential Eq & Matrix Meth,C
1407,SPRING 15,MA,412,Probability and Statistics,W
1407,SPRING 15,MA,441,Math Methods Engr & Physics I,C
1407,SUMMER 15,MA,442,Math Methods Engr & Physics II,C
1408,FALL 13,MA,111,College Math for Aviation I,C
1408,SPRING 14,MA,112,College Math for Aviation II,A
1409,FALL 13,MA,6,Intermediate Algebra,C
1409,SPRING 14,MA,111,College Math for Aviation I,C
1410,FALL 13,MA,112,College Math for Aviation II,A
1411,FALL 13,MA,6,Intermediate Algebra,C
1411,SPRING 14,MA,143,Precalculus Essentials,B
1411,FALL 14,MA,241,Calculus & Analytical Geom I,D
1411,SPRING 15,MA,241,Calculus & Analytical Geom I,F
1413,FALL 13,MA,6,Intermediate Algebra,B
1413,SPRING 14,MA,143,Precalculus Essentials,C
1413,SUMMER 14,MA,241,Calculus & Analytical Geom I,F
1413,FALL 14,MA,241,Calculus & Analytical Geom I,F
1414,FALL 13,MA,6,Intermediate Algebra,C
1414,SPRING 14,MA,111,College Math for Aviation I,C
1414,FALL 14,MA,112,College Math for Aviation II,F
1414,SPRING 15,MA,112,College Math for Aviation II,F
1414,SUMMER 15,MA,112,College Math for Aviation II,C
1415,FALL 13,MA,241,Calculus & Analytical Geom I,D
1415,SPRING 14,MA,241,Calculus & Analytical Geom I,A
1416,FALL 13,MA,6,Intermediate Algebra,F
1416,SPRING 14,MA,6,Intermediate Algebra,B
1416,SUMMER 14,MA,111,College Math for Aviation I,D
1416,FALL 14,MA,112,College Math for Aviation II,F
1416,SPRING 15,MA,222,Business Statistics,W
1416,SUMMER 15,MA,112,College Math for Aviation II,B
1417,FALL 13,MA,143,Precalculus Essentials,C
1417,SPRING 14,MA,241,Calculus & Analytical Geom I,C
1417,FALL 14,MA,242,Calculus & Analytical Geom II,C
1417,SPRING 15,MA,243,Calculus & Analytical Geom III,D
1417,SUMMER 15,MA,243,Calculus & Analytical Geom III,B
1418,FALL 13,MA,4,Intro & Interm Algebra,C
1418,SPRING 14,MA,111,College Math for Aviation I,D
1418,FALL 14,MA,112,College Math for Aviation II,D
1420,FALL 13,MA,112,College Math for Aviation II,F
1420,SPRING 14,MA,112,College Math for Aviation II,D
1421,FALL 13,MA,6,Intermediate Algebra,C
1421,SPRING 14,MA,111,College Math for Aviation I,AU
1422,FALL 13,MA,241,Calculus & Analytical Geom I,B
1422,SPRING 14,MA,242,Calculus & Analytical Geom II,D
1422,SPRING 15,MA,243,Calculus & Analytical Geom III,B
1423,FALL 13,MA,241,Calculus & Analytical Geom I,A
1423,SPRING 14,MA,242,Calculus & Analytical Geom II,C
1423,SPRING 15,MA,243,Calculus & Analytical Geom III,A
1423,SUMMER 15,MA,345,Differential Eq & Matrix Meth,A
1424,FALL 13,MA,241,Calculus & Analytical Geom I,W
1424,SPRING 14,MA,241,Calculus & Analytical Geom I,D
1425,FALL 13,MA,241,Calculus & Analytical Geom I,A
1425,SPRING 14,MA,242,Calculus & Analytical Geom II,B
1425,FALL 14,MA,243,Calculus & Analytical Geom III,F
1426,FALL 13,MA,6,Intermediate Algebra,C
1426,SPRING 14,MA,143,Precalculus Essentials,D
1426,SUMMER 14,MA,241,Calculus & Analytical Geom I,D
1426,FALL 14,MA,241,Calculus & Analytical Geom I,AU
1427,FALL 13,MA,143,Precalculus Essentials,C
1427,SPRING 14,MA,241,Calculus & Analytical Geom I,D
1427,FALL 14,MA,242,Calculus & Analytical Geom II,F
1427,SPRING 15,MA,242,Calculus & Analytical Geom II,F
1428,FALL 13,MA,241,Calculus & Analytical Geom I,F
1428,SPRING 14,MA,241,Calculus & Analytical Geom I,C
1428,FALL 14,MA,222,Business Statistics,D
1429,FALL 13,MA,111,College Math for Aviation I,F
1429,SPRING 14,MA,111,College Math for Aviation I,C
1430,FALL 13,MA,241,Calculus & Analytical Geom I,A
1430,SPRING 14,MA,242,Calculus & Analytical Geom II,A
1430,FALL 14,MA,243,Calculus & Analytical Geom III,B
1430,SPRING 15,MA,345,Differential Eq & Matrix Meth,B
1431,FALL 13,MA,242,Calculus & Analytical Geom II,AU
1431,SPRING 14,MA,242,Calculus & Analytical Geom II,C
1431,FALL 14,MA,243,Calculus & Analytical Geom III,B
1431,SPRING 15,MA,345,Differential Eq & Matrix Meth,B
1432,FALL 13,MA,4,Beginning Algebra,B
1433,SPRING 14,MA,243,Calculus & Analytical Geom III,B
1433,FALL 14,MA,345,Differential Eq & Matrix Meth,B
1433,SPRING 15,MA,441,Math Methods Engr & Physics I,B
1434,FALL 13,MA,111,College Math for Aviation I,C
1434,SPRING 14,MA,112,College Math for Aviation II,C
1435,FALL 13,MA,241,Calculus & Analytical Geom I,W
1435,FALL 14,MA,111,College Math for Aviation I,W
1436,FALL 13,MA,241,Calculus & Analytical Geom I,B
1436,SPRING 14,MA,242,Calculus & Analytical Geom II,A
1436,SUMMER 14,MA,243,Calculus & Analytical Geom III,A
1436,FALL 14,MA,345,Differential Eq & Matrix Meth,A
1436,SPRING 15,MA,441,Math Methods Engr & Physics I,A
1437,FALL 13,MA,241,Calculus & Analytical Geom I,D
1437,SPRING 14,MA,241,Calculus & Analytical Geom I,B
1437,FALL 14,MA,242,Calculus & Analytical Geom II,F
1438,FALL 13,MA,111,College Math for Aviation I,B
1438,SPRING 14,MA,112,College Math for Aviation II,B
1439,FALL 13,MA,4,Beginning Algebra,C
1439,SPRING 15,MA,111,College Math for Aviation I,B
1440,FALL 13,MA,243,Calculus & Analytical Geom III,B
1440,SPRING 14,MA,345,Differential Eq & Matrix Meth,B
1441,FALL 13,MA,4,Beginning Algebra,C
1441,SPRING 14,MA,111,College Math for Aviation I,F
1441,SUMMER 14,MA,111,College Math for Aviation I,D
1441,FALL 14,MA,112,College Math for Aviation II,D
1441,SPRING 15,MA,222,Business Statistics,F
1441,SUMMER 15,MA,222,Business Statistics,D
1442,FALL 13,MA,112,College Math for Aviation II,AU
1442,SPRING 14,MA,112,College Math for Aviation II,C
1442,SPRING 15,MA,222,Business Statistics,B
1443,FALL 13,MA,112,College Math for Aviation II,B
1444,FALL 13,MA,243,Calculus & Analytical Geom III,B
1444,SPRING 14,MA,345,Differential Eq & Matrix Meth,C
1444,FALL 14,MA,412,Probability and Statistics,C
1445,FALL 13,MA,242,Calculus & Analytical Geom II,A
1445,SPRING 14,MA,243HON,Calc & Analytical Geometry III,B
1445,FALL 14,MA,345,Differential Eq & Matrix Meth,C
1445,SPRING 15,MA,441,Math Methods Engr & Physics I,B
1446,FALL 13,MA,143,Precalculus Essentials,B
1446,SPRING 14,MA,241,Calculus & Analytical Geom I,C
1446,FALL 14,MA,242,Calculus & Analytical Geom II,AU
1446,SPRING 15,MA,242,Calculus & Analytical Geom II,D
1447,FALL 13,MA,143,Precalculus Essentials,C
1447,SPRING 14,MA,112,College Math for Aviation II,D
1448,FALL 13,MA,6,Intermediate Algebra,B
1448,SPRING 14,MA,111,College Math for Aviation I,C
1448,FALL 14,MA,112,College Math for Aviation II,C
1449,FALL 13,MA,111,College Math for Aviation I,C
1449,FALL 14,MA,112,College Math for Aviation II,B
1450,FALL 13,MA,143,Precalculus Essentials,FX
1452,FALL 13,MA,241,Calculus & Analytical Geom I,D
1452,SPRING 14,MA,241,Calculus & Analytical Geom I,C
1452,FALL 14,MA,242,Calculus & Analytical Geom II,D
1452,SPRING 15,MA,241,Calculus & Analytical Geom I,D
1452,SPRING 15,MA,242,Calculus & Analytical Geom II,C
1453,FALL 13,MA,242,Calculus & Analytical Geom II,D
1453,SPRING 14,MA,243,Calculus & Analytical Geom III,AU
1454,FALL 13,MA,241,Calculus & Analytical Geom I,AU
1455,FALL 13,MA,243HON,Calc & Analytical Geometry III,A
1455,SPRING 14,MA,345HON,Differential Eq & Matrix Meth,A
1455,FALL 14,MA,441HON,Math Methods Engr & Physics I,A
1455,SPRING 15,MA,442,Math Methods Engr & Physics II,B
1456,FALL 13,MA,143,Precalculus Essentials,C
1456,SPRING 14,MA,241,Calculus & Analytical Geom I,F
1458,FALL 13,MA,6,Intermediate Algebra,F
1458,SPRING 14,MA,6,Intermediate Algebra,C
1460,FALL 13,MA,111,College Math for Aviation I,F
1460,SPRING 14,MA,111,College Math for Aviation I,B
1460,SUMMER 14,MA,143,Precalculus Essentials,A
1460,FALL 14,MA,241,Calculus & Analytical Geom I,C
1460,SPRING 15,MA,242,Calculus & Analytical Geom II,D
1461,FALL 13,MA,6,Intermediate Algebra,C
1461,SPRING 14,MA,111,College Math for Aviation I,C
1461,FALL 14,MA,112,College Math for Aviation II,C
1462,FALL 13,MA,112,College Math for Aviation II,C
1463,FALL 13,MA,6,Intermediate Algebra,B
1463,SPRING 14,MA,111,College Math for Aviation I,A
1463,FALL 14,MA,112,College Math for Aviation II,B
1464,FALL 13,MA,241,Calculus & Analytical Geom I,C
1464,SPRING 14,MA,242,Calculus & Analytical Geom II,AU
1465,SPRING 14,MA,6,Intermediate Algebra,C
1465,FALL 14,MA,143,Precalculus Essentials,AU
1465,SPRING 15,MA,143,Precalculus Essentials,F
1465,SUMMER 15,MA,143,Precalculus Essentials,F
1466,FALL 13,MA,112,College Math for Aviation II,A
1467,FALL 13,MA,143,Precalculus Essentials,C
1467,SPRING 14,MA,241,Calculus & Analytical Geom I,W
1468,FALL 13,MA,6,Intermediate Algebra,A
1468,SPRING 14,MA,111,College Math for Aviation I,A
1468,FALL 14,MA,112,College Math for Aviation II,A
1469,FALL 13,MA,112,College Math for Aviation II,AU
1469,SPRING 14,MA,112,College Math for Aviation II,C
1470,FALL 13,MA,111,College Math for Aviation I,B
1470,SPRING 14,MA,112,College Math for Aviation II,D
1471,FALL 13,MA,242,Calculus & Analytical Geom II,C
1471,SPRING 14,MA,243,Calculus & Analytical Geom III,C
1471,FALL 14,MA,345,Differential Eq & Matrix Meth,C
1473,FALL 13,MA,6,Intermediate Algebra,B
1473,SPRING 14,MA,111,College Math for Aviation I,C
1474,FALL 13,MA,241,Calculus & Analytical Geom I,C
1474,SPRING 14,MA,242,Calculus & Analytical Geom II,C
1474,FALL 14,MA,243,Calculus & Analytical Geom III,C
1474,SPRING 15,MA,345,Differential Eq & Matrix Meth,A
1475,FALL 13,MA,6,Intermediate Algebra,C
1475,SPRING 14,MA,143,Precalculus Essentials,F
1476,FALL 13,MA,241,Calculus & Analytical Geom I,C
1476,SPRING 14,MA,242,Calculus & Analytical Geom II,D
1477,FALL 13,MA,111,College Math for Aviation I,B
1477,FALL 14,MA,112,College Math for Aviation II,C
1478,FALL 13,MA,111,College Math for Aviation I,B
1478,SPRING 14,MA,112,College Math for Aviation II,D
1479,FALL 13,MA,241,Calculus & Analytical Geom I,B
1479,SPRING 14,MA,242,Calculus & Analytical Geom II,D
1479,FALL 14,MA,242,Calculus & Analytical Geom II,B
1479,SPRING 15,MA,243,Calculus & Analytical Geom III,C
1480,FALL 13,MA,242,Calculus & Analytical Geom II,C
1480,SPRING 14,MA,243,Calculus & Analytical Geom III,C
1480,FALL 14,MA,345,Differential Eq & Matrix Meth,C
1480,SPRING 15,MA,441,Math Methods Engr & Physics I,B
1480,SPRING 15,MA,348,Numerical Analysis I,B
1481,FALL 13,MA,4,Intro & Interm Algebra,F
1481,SPRING 14,MA,4,Intro & Interm Algebra,F
1482,FALL 13,MA,111,College Math for Aviation I,C
1482,SPRING 14,MA,112,College Math for Aviation II,AU
1482,FALL 14,MA,112,College Math for Aviation II,C
1483,SPRING 14,MA,242,Calculus & Analytical Geom II,B
1484,FALL 13,MA,241,Calculus & Analytical Geom I,A
1484,SPRING 14,MA,242,Calculus & Analytical Geom II,A
1484,FALL 14,MA,243,Calculus & Analytical Geom III,A
1484,SPRING 15,MA,345,Differential Eq & Matrix Meth,B
1485,FALL 13,MA,143,Precalculus Essentials,B
1485,SPRING 14,MA,241,Calculus & Analytical Geom I,W
1487,FALL 13,MA,112,College Math for Aviation II,C
1488,FALL 13,MA,242,Calculus & Analytical Geom II,C
